EVENT_DATE,YEAR,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,REGION,COUNTRY,LOCATION,LATITUDE,LONGITUDE,SOURCE,SOURCE_SCALE,FATALITIES,TIMESTAMP
24-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Dardara,36.834,40.173,SHAAM,National,1,1643666839
24-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Marayan,35.743,36.561,Liveuamap; SNHR,Local partner-Other,2,1644261925
25-Jan-22,2022,Battles,Armed clash,QSD: Syrian Democratic Forces,Asayish (Syria); Global Coalition Against Daesh; YPG: Peoples Protection Units - Anti-Terror Unit,2,Islamic State (Syria),,2,22,Middle East,Syria,Al-Hasakeh - Ghoweran,36.487,40.758,Liveuamap; Facebook; SOHR; SHAAM,Local partner-New media,13,1643666838
25-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),Labour Group (Syria),7,37,Middle East,Syria,Al Bab,36.37,37.515,SHAAM; SOHR; Liveuamap,Local partner-New media,1,1643666838
25-Jan-22,2022,Violence against civilians,Attack,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Al-Hasakeh - Ghoweran,36.487,40.758,SY24,National,10,1643666839
25-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Eastern Maliha,32.758,36.366,SHAAM; SNHR; Facebook; SOHR,Local partner-Other,1,1644261925
25-Jan-22,2022,Violence against civilians,Attack,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),Farmers (Syria),7,78,Middle East,Syria,Ain al Arab,36.889,38.352,SNHR; SOHR,Local partner-Other,1,1644261925
25-Jan-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),Former Opposition Rebels (Syria),7,37,Middle East,Syria,Mzeireb,32.707,36.027,Facebook; SY24; SNHR; SOHR; SHAAM; Liveuamap,Local partner-Other,3,1644261925
26-Jan-22,2022,Violence against civilians,Attack,Islamic State (Syria),,2,Civilians (Syria),Refugees/IDPs (Syria),7,27,Middle East,Syria,Hole Camp,36.377,41.133,Facebook; SHAAM,New media-National,3,1643666838
26-Jan-22,2022,Battles,Armed clash,QSD: Syrian Democratic Forces,Asayish (Syria); Global Coalition Against Daesh; YPG: Peoples Protection Units - Anti-Terror Unit,2,Islamic State (Syria),,2,22,Middle East,Syria,Al-Hasakeh - Ghoweran,36.487,40.758,Facebook; SHAAM; SOHR; Liveuamap,Local partner-New media,6,1643666838
26-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Hajin,34.687,40.839,Facebook,New media,1,1643666839
26-Jan-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Ar-Raqqa,35.943,39.052,SHAAM,National,1,1643666839
26-Jan-22,2022,Battles,Armed clash,Operation Peace Spring,JWS: Syrian National Army,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Tal Al-Laban,36.614,40.202,SHAAM,National,10,1643666839
26-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Tal Tamer,36.653,40.372,SHAAM,National,2,1643666839
26-Jan-22,2022,Battles,Armed clash,Military Forces of Syria (2000-),,1,Unidentified Armed Group (Syria),,3,13,Middle East,Syria,As-Sweida,32.707,36.568,SOHR,Other,1,1643666839
26-Jan-22,2022,Violence against civilians,Attack,QSD: Syrian Democratic Forces,,2,Civilians (Syria),Refugees/IDPs (Syria),7,27,Middle East,Syria,Um Tamakh,36.43,37.815,SNHR,Local partner-Other,1,1644261926
27-Jan-22,2022,Battles,Armed clash,Military Forces of Syria (2000-),YPG: Peoples Protection Units,1,Opposition Rebels (Syria),,2,12,Middle East,Syria,Baza'a,36.383,37.566,SHAAM; SOHR,Other-National,1,1643666838
27-Jan-22,2022,Battles,Armed clash,QSD: Syrian Democratic Forces,Asayish (Syria); YPG: Peoples Protection Units - Anti-Terror Unit; Global Coalition Against Daesh,2,Islamic State (Syria),,2,22,Middle East,Syria,Al-Hasakeh - Ghoweran,36.487,40.758,SOHR; Liveuamap; Facebook; SHAAM; SY24,Local partner-New media,17,1643666838
27-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Hajin,34.687,40.839,SHAAM; SOHR; Facebook,Other-New media,1,1643666839
28-Jan-22,2022,Battles,Armed clash,Islamic State (Syria),,2,Military Forces of Syria (2000-),Militia (Pro-Government),1,12,Middle East,Syria,Saalu,35.154,40.383,SOHR; SHAAM,Other-National,10,1643666838
28-Jan-22,2022,Battles,Armed clash,QSD: Syrian Democratic Forces,Asayish (Syria); YPG: Peoples Protection Units - Anti-Terror Unit; Global Coalition Against Daesh,2,Islamic State (Syria),,2,22,Middle East,Syria,Al-Hasakeh - Ghoweran,36.487,40.758,Facebook; SOHR; SHAAM,Other-New media,3,1643666838
28-Jan-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Unidentified Armed Group (Syria),Former Islamic State (Syria),3,33,Middle East,Syria,Tal Shihab,32.689,35.984,Facebook; SOHR,Other-New media,1,1643666839
28-Jan-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Qaterji Militia,,3,33,Middle East,Syria,Jadid Bakkara,35.243,40.367,Facebook; SHAAM,New media-National,2,1643666839
28-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Karama,35.87,39.281,Facebook; SHAAM,New media-National,1,1643666839
28-Jan-22,2022,Battles,Armed clash,Opposition Rebels (Syria),,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Miznaz,36.054,36.855,SHAAM,National,1,1643666839
28-Jan-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Unidentified Armed Group (Syria),Former Free Syrian Army,3,33,Middle East,Syria,Nahj,32.704,35.988,SHAAM,National,1,1643666839
29-Jan-22,2022,Battles,Armed clash,Islamic State (Syria),,2,QSD: Syrian Democratic Forces,YPG: Peoples Protection Units - Anti-Terror Unit,2,22,Middle East,Syria,Al-Hasakeh - Ghoweran,36.487,40.758,Liveuamap; Facebook; SOHR; SHAAM; Jisr,Local partner-New media,23,1644261925
29-Jan-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) Military Intelligence,,1,13,Middle East,Syria,Lower Baqras,35.058,40.45,Facebook; SOHR; SHAAM,Other-New media,4,1644261925
29-Jan-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Nahj,32.704,35.988,Facebook,New media,1,1644261925
29-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Jat,36.637,38.033,SOHR,Other,1,1644261926
29-Jan-22,2022,Battles,Armed clash,Islamic State (Syria),,2,QSD: Syrian Democratic Forces,YPG: Peoples Protection Units - Anti-Terror Unit,2,22,Middle East,Syria,Al-Hasakeh - Ghoweran,36.487,40.758,SOHR,Other,3,1644261926
29-Jan-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Qaterji Militia,,3,33,Middle East,Syria,Jadid Bakkara,35.243,40.367,SOHR,Other,2,1644261926
29-Jan-22,2022,Violence against civilians,Attack,HTS: Hayat Tahrir al Sham,,2,Civilians (Syria),,7,27,Middle East,Syria,Idleb Central Prison,35.949,36.562,SNHR,Local partner-Other,1,1645468720
30-Jan-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Hamza Brigade,,2,23,Middle East,Syria,Al Bab,36.37,37.515,SOHR; Facebook,Other-New media,1,1644261925
30-Jan-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Ar-Raqqa,35.943,39.052,Facebook; SHAAM,New media-National,5,1644261925
30-Jan-22,2022,Violence against civilians,Attack,Islamic State (Syria),,2,Civilians (Syria),Civilians (Iraq); Refugees/IDPs (Syria); Refugees/IDPs (Iraq),7,27,Middle East,Syria,Hole Camp,36.377,41.133,Jisr,National,3,1644261925
30-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,QSD: Syrian Democratic Forces,Military Forces of Syria (2000-),2,28,Middle East,Syria,Ein Issa,36.384,38.863,SHAAM,National,7,1644261926
30-Jan-22,2022,Violence against civilians,Attack,Military Forces of Syria (2000-) Prison Guards,,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Sidnaya Military Prison,33.665,36.329,SOHR,Other,1,1644261926
31-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Ein Issa,36.384,38.863,Facebook; SHAAM,New media-National,2,1644261925
01-Feb-22,2022,Battles,Armed clash,Islamic State (Syria),,2,LaQ: Quds Brigade,,3,23,Middle East,Syria,Masrab,35.504,39.94,Liveuamap; SOHR; Facebook,Local partner-New media,3,1644261925
01-Feb-22,2022,Violence against civilians,Attack,Military Forces of Syria (2000-) Prison Guards,,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Sidnaya Military Prison,33.665,36.329,SNHR; SOHR,Local partner-Other,1,1644261925
01-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,QSD: Syrian Democratic Forces,Civilians (Syria); Labour Group (Syria),2,28,Middle East,Syria,Al-Malikeyyeh,37.175,42.14,Facebook; SOHR; Airwars; Liveuamap,Local partner-Other,4,1644261925
01-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Unidentified Armed Group (Syria),Former Opposition Rebels (Syria),3,33,Middle East,Syria,Mzeireb,32.707,36.027,Facebook; SHAAM; SOHR,Other-New media,1,1644261925
01-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),Former Opposition Rebels (Syria),7,37,Middle East,Syria,Hrak,32.751,36.304,Facebook; SOHR; SNHR,Local partner-Other,1,1644261925
01-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army,2,Military Forces of Syria (2000-),QSD: Syrian Democratic Forces,1,12,Middle East,Syria,Ein Issa,36.384,38.863,SHAAM; Facebook,New media-National,2,1644261925
02-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,QSD: Syrian Democratic Forces,,2,28,Middle East,Syria,Ein Issa,36.384,38.863,SHAAM; SOHR; Liveuamap,Local partner-New media,10,1644261925
02-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Mankubeh,36.546,37.968,SOHR; SNHR; Facebook,Local partner-Other,1,1644261925
02-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,QSD: Syrian Democratic Forces,,2,Civilians (Syria),,7,27,Middle East,Syria,Al Bab,36.37,37.515,Liveuamap; SOHR; Facebook; SY24; GardaWorld; SNHR,Local partner-Other,8,1644261925
02-Feb-22,2022,Violence against civilians,Attack,QSD: Syrian Democratic Forces,,2,Civilians (Syria),,7,27,Middle East,Syria,Al-Hasakeh - Ghoweran,36.487,40.758,SHAAM,National,2,1644261926
02-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Opposition Rebels (Syria),,2,23,Middle East,Syria,Shaykh Sulayman,36.276,36.91,SOHR,Other,1,1644261926
02-Feb-22,2022,Battles,Armed clash,Military Forces of Syria (2000-) Military Intelligence,,1,Militia (Pro-Government),,3,13,Middle East,Syria,Damascus - Al-Qadam,33.471,36.289,SOHR,Other,1,1644261926
03-Feb-22,2022,Violence against civilians,Attack,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Maadan,35.755,39.608,SY24; SOHR; Facebook,Other-New media,1,1644261925
03-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,QSD: Syrian Democratic Forces,YPJ: Women's Protection Units,2,28,Middle East,Syria,Kharzeh,37.116,40.81,SOHR; Facebook; SHAAM,Other-New media,1,1644261925
03-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Jasim,32.991,36.06,SHAAM; SOHR; Facebook,Other-New media,1,1644261925
03-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Al Shamal Brigade,,2,23,Middle East,Syria,Qirq Maghar,36.684,38.055,SOHR; Liveuamap,Local partner-New media,3,1644261925
03-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Mataeiyeh,32.497,36.29,Facebook; SNHR; SOHR,Local partner-Other,1,1644261925
03-Feb-22,2022,Battles,Armed clash,Islamic State (Syria),,2,Military Forces of Syria (2000-) 17th Division,Qaterji Militia,1,12,Middle East,Syria,Qasabi,35.733,39.767,Facebook,New media,10,1644261925
03-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Yabroud,33.968,36.659,SOHR,Other,3,1644261926
03-Feb-22,2022,Battles,Armed clash,Global Coalition Against Daesh,,8,Islamic State (Syria),,2,28,Middle East,Syria,Atmah,36.31,36.688,Facebook; Airwars; SNHR; SOHR,Local partner-Other,13,1645468720
04-Feb-22,2022,Battles,Armed clash,Military Forces of Syria (2000-),,1,Syrian Liberation Front,Al Mu'tasim Brigade; JWS: Syrian National Army,2,12,Middle East,Syria,Mare',36.483,37.196,SOHR,Other,1,1644261926
04-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Yabroud,33.968,36.659,SNHR,Local partner-Other,3,1645468720
05-Feb-22,2022,Battles,Armed clash,Islamic State (Syria),,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Shadadah,36.053,40.727,SHAAM; Facebook,New media-National,2,1644862842
05-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Islamic State (Syria),,2,28,Middle East,Syria,Ithariyah,35.365,37.789,Liveuamap; Facebook; SOHR,Local partner-New media,10,1644862842
05-Feb-22,2022,Battles,Armed clash,Military Forces of Syria (2000-),,1,Opposition Rebels (Syria),,2,12,Middle East,Syria,Ruwaiha,35.738,36.695,SHAAM,National,1,1644862843
05-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Jurn Aswad,36.679,38.721,SOHR,Other,1,1644862843
05-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Islamic State (Syria),,2,28,Middle East,Syria,Sokhneh,34.883,38.87,SOHR,Other,10,1644862843
06-Feb-22,2022,Battles,Armed clash,Islamic State (Syria),,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Al Sikhah,34.706,40.759,SOHR; Liveuamap; SHAAM; Facebook,Local partner-New media,2,1644862842
06-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,QSD: Syrian Democratic Forces,,2,28,Middle East,Syria,Al-Malikeyyeh,37.175,42.14,Facebook,New media,7,1644862842
06-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,QSD: Syrian Democratic Forces,,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Ein Issa,36.384,38.863,SHAAM,National,4,1644862843
06-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),Bedouin Ethnic Group (Syria),7,37,Middle East,Syria,As-Sweida,32.707,36.568,SOHR,Other,1,1644862843
06-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Jabal Abdulaziz,36.474,40.439,Facebook; SOHR; SHAAM; SNHR,Local partner-Other,1,1645468720
06-Feb-22,2022,Violence against civilians,Attack,JWS: Syrian National Army,,2,Civilians (Syria),,7,27,Middle East,Syria,Arab Hassan Kabeer,36.65,37.848,SNHR,Local partner-Other,1,1645468720
07-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Militia (Pro-Iran),,3,33,Middle East,Syria,Quamishli,37.045,41.226,Liveuamap,Local partner-New media,1,1644862842
07-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Syrian Liberation Front,Sultan Suleiman Shah Brigade (Syria),2,23,Middle East,Syria,Sheikh al-Hadid,36.502,36.599,SOHR,Other,1,1644862843
07-Feb-22,2022,Violence against civilians,Attack,Military Forces of Syria (2000-) Prison Guards,,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Sidnaya Military Prison,33.665,36.329,SOHR,Other,1,1644862843
07-Feb-22,2022,Battles,Armed clash,QSD: Syrian Democratic Forces,,2,Islamic State (International),,2,22,Middle East,Syria,Hole Camp,36.377,41.133,SNHR; Facebook; SOHR; Liveuamap,Local partner-Other,9,1645468720
07-Feb-22,2022,Violence against civilians,Attack,Opposition Rebels (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Arab Hassan Kabeer,36.65,37.848,SOHR; SNHR,Local partner-Other,2,1645468720
07-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Ariha,35.814,36.61,SNHR,Local partner-Other,1,1645468720
07-Feb-22,2022,Violence against civilians,Attack,QSD: Syrian Democratic Forces,,2,Civilians (Syria),Women (Syria),7,27,Middle East,Syria,Dablan,34.86,40.568,SNHR,Local partner-Other,1,1645468720
08-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Al-Hasakeh - Ghoweran,36.487,40.758,Facebook,New media,2,1644862842
08-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Ithariyah,35.365,37.789,Facebook,New media,1,1644862842
08-Feb-22,2022,Battles,Armed clash,Islamic State (Syria),,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Dashishah,36.044,41.164,SHAAM,National,2,1644862843
08-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),Women (Syria),7,37,Middle East,Syria,Mabuja,35.133,37.281,SOHR,Other,1,1644862843
08-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Kafir,35.783,36.322,SNHR; SOHR,Local partner-Other,1,1645468720
09-Feb-22,2022,Battles,Armed clash,QSD: Syrian Democratic Forces,,2,Islamic State (Syria),Islamic State (Iraq),2,22,Middle East,Syria,Al-Hasakeh - Ghoweran,36.487,40.758,SHAAM; Facebook; SOHR,Other-New media,1,1644862842
09-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,QSD: Syrian Democratic Forces,,2,28,Middle East,Syria,Amuda,37.103,40.931,Liveuamap; Facebook; SHAAM,Local partner-New media,2,1644862842
09-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,Civilians (Syria),,7,78,Middle East,Syria,Khatuniya Bahra,36.422,41.223,SOHR; Airwars,Local partner-Other,2,1644862842
09-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,JWS: Syrian National Army,,2,12,Middle East,Syria,Abu Zandin,36.331,37.461,SOHR; SY24; Facebook; Liveuamap,Local partner-New media,1,1644862842
09-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Ein Issa,36.384,38.863,SHAAM; Facebook,New media-National,1,1644862842
09-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Sabka,35.811,39.264,SHAAM; Facebook,New media-National,1,1644862842
09-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) Military Intelligence,,1,13,Middle East,Syria,Kherbet Ghazala,32.734,36.203,Facebook; SY24; SOHR; SHAAM; Liveuamap,Local partner-New media,1,1644862842
09-Feb-22,2022,Battles,Armed clash,QSD: Syrian Democratic Forces,Global Coalition Against Daesh,2,Unidentified Armed Group (Syria),,3,23,Middle East,Syria,Basira,35.158,40.428,Airwars; Facebook; SOHR,Local partner-Other,1,1644862842
09-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2021-),,8,Military Forces of Syria (2000-) Syrian Arab Air Force,Militia (Pro-Iran),1,18,Middle East,Syria,Wadi Barada,33.62,36.129,SOHR,Other,1,1644862843
09-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Nawa,32.888,36.041,SHAAM; SOHR; SNHR; Facebook,Local partner-Other,1,1645468720
09-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Unidentified Armed Group (Syria),Former Opposition Rebels (Syria),3,33,Middle East,Syria,Yadudeh,32.669,36.06,SHAAM; SOHR; SNHR,Local partner-Other,1,1645468720
10-Feb-22,2022,Battles,Armed clash,Military Forces of Syria (2000-) Military Intelligence,,1,QDW: National Defence Forces,,3,13,Middle East,Syria,Sbeikhan,34.85,40.599,SOHR; Facebook,Other-New media,1,1644862842
10-Feb-22,2022,Battles,Armed clash,Islamic State (Syria),,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Jazaret Elbuhmeid,35.788,39.727,Facebook,New media,5,1644862842
10-Feb-22,2022,Battles,Armed clash,Operation Peace Spring,JWS: Syrian National Army,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Artawaziya,36.634,39.31,SHAAM,National,1,1644862843
10-Feb-22,2022,Battles,Armed clash,Islamic State (Syria),,2,Military Forces of Syria (2000-),Militia (Pro-Government),1,12,Middle East,Syria,Tadmor,34.566,38.288,SOHR,Other,3,1644862843
10-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),Dar'a Central Committee; Former Opposition Rebels (Syria),7,37,Middle East,Syria,Atman,32.663,36.114,SOHR; Facebook; SHAAM; SNHR,Local partner-Other,1,1645468720
10-Feb-22,2022,Violence against civilians,Attack,QSD: Syrian Democratic Forces,,2,Civilians (Syria),,7,27,Middle East,Syria,Zghir Jazireh,35.507,39.995,SNHR; Facebook; SOHR,Local partner-Other,1,1645468720
10-Feb-22,2022,Violence against civilians,Attack,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),Refugees/IDPs (Syria),7,78,Middle East,Syria,Ein El-Bayda,35.861,36.18,SNHR; SOHR,Local partner-Other,1,1645468720
11-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Kwaires Military Airbase,36.185,37.58,Facebook,New media,1,1644862842
12-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,QSD: Syrian Democratic Forces,,2,28,Middle East,Syria,Darbasiyah,37.07,40.654,SHAAM; Liveuamap,Local partner-New media,10,1645468720
12-Feb-22,2022,Battles,Armed clash,AAS: Ahrar al Sham,,2,Hamza Brigade,,2,22,Middle East,Syria,Qarah Basha,36.473,36.761,SHAAM; SOHR; Facebook,Other-New media,1,1645468720
12-Feb-22,2022,Battles,Armed clash,AAS: Ahrar al Sham,,2,Hamza Brigade,,2,22,Middle East,Syria,Julqan,36.475,36.747,SOHR; SHAAM; Facebook,Other-New media,1,1645468720
12-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Unidentified Armed Group (Syria),Former Opposition Rebels (Syria),3,33,Middle East,Syria,Tafas,32.736,36.067,SOHR; Facebook; SHAAM; SNHR,Local partner-Other,2,1645468720
12-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Jlein,32.758,35.994,SOHR; Facebook; SHAAM; SNHR,Local partner-Other,1,1645468720
12-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Teftnaz,35.998,36.783,SHAAM; SNHR,Local partner-Other,1,1645468720
12-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Maaret Al Naasan,36.035,36.838,Airwars; SOHR; SHAAM; Facebook; SNHR; Jisr,Local partner-Other,6,1645468720
12-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Taqad,36.199,36.87,SOHR; SHAAM,Other-National,1,1645468720
12-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,JWS: Syrian National Army,,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Atareb,36.138,36.828,Liveuamap,Local partner-New media,10,1645468720
12-Feb-22,2022,Violence against civilians,Attack,QSD: Syrian Democratic Forces,,2,Civilians (Syria),,7,27,Middle East,Syria,Al Tabqa,35.83,38.54,SOHR,Other,1,1645468720
12-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Islamic State (Syria),,2,28,Middle East,Syria,Bishri Mountain - Deir-ez-Zor,35.405,39.488,SOHR,Other,3,1645468721
12-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Islamic State (Syria),,2,28,Middle East,Syria,Ithariyah,35.365,37.789,SOHR,Other,4,1645468721
13-Feb-22,2022,Battles,Armed clash,QSD: Syrian Democratic Forces,,2,Unidentified Armed Group (Syria),,3,23,Middle East,Syria,Al-Hasakeh - Ghoweran,36.487,40.758,SHAAM; Facebook,New media-National,3,1645468720
13-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Unidentified Armed Group (Syria),Former Opposition Rebels (Syria),3,33,Middle East,Syria,Tafas,32.736,36.067,Facebook; SNHR,Local partner-Other,1,1645468720
13-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Al-Bukamal,34.455,40.912,SHAAM; Facebook,New media-National,1,1645468720
