EVENT_DATE,YEAR,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,REGION,COUNTRY,LOCATION,LATITUDE,LONGITUDE,SOURCE,SOURCE_SCALE,FATALITIES,TIMESTAMP
08-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2020-),,1,Islamic State (Iraq),,2,12,Middle East,Iraq,Hatra,35.573,42.734,Al Maloomah,National,7,1644862842
08-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Iraq),Police Forces of Iraq (2020-),3,Civilians (Iraq),,7,37,Middle East,Iraq,Baghdad,33.325,44.421,Al Mirbad,National,1,1644862842
08-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,3,Civilians (Iraq),Civilians (Bangladesh); Labour Group (Iraq),7,37,Middle East,Iraq,Baghdad - Rusafa,33.347,44.412,Al Sumaria TV,National,1,1644862842
08-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,3,Civilians (Iraq),Journalists (Iraq),7,37,Middle East,Iraq,Rania,36.255,44.882,NRT News,National,1,1644862842
09-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,3,Civilians (Iraq),Peace Companies,7,37,Middle East,Iraq,Amara,31.836,47.145,Shafaaq News; ROJ News,National-Regional,1,1644862842
09-Feb-22,2022,Violence against civilians,Attack,Islamic State (Iraq),,2,Civilians (Iraq),Farmers (Iraq),7,27,Middle East,Iraq,Baquba,33.754,44.605,Al Maloomah,National,1,1644862842
09-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,3,Military Forces of Iraq (2020-),,1,13,Middle East,Iraq,Ar Rutba,33.037,40.283,Al Maloomah,National,3,1644862842
09-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,3,Civilians (Iraq),Yazidi Group (Iraq),7,37,Middle East,Iraq,Sinjar,36.295,41.893,National Iraqi News Agency,National,1,1644862842
10-Feb-22,2022,Battles,Armed clash,Islamic State (Iraq),,2,Military Forces of Iraq (2020-),Military Forces of Iraq (2020-) Popular Mobilization Forces,1,12,Middle East,Iraq,Adhaim Dam,34.565,44.516,Al Maloomah; National Iraqi News Agency,National,4,1644862842
10-Feb-22,2022,Battles,Armed clash,Unidentified Tribal Militia (Iraq),,4,Unidentified Tribal Militia (Iraq),,4,44,Middle East,Iraq,Al Azair,31.33,47.42,Al Mirbad,National,1,1644862842
10-Feb-22,2022,Battles,Armed clash,Unidentified Tribal Militia (Iraq),,4,Police Forces of Iraq (2020-),,1,14,Middle East,Iraq,Kahla,31.648,47.555,Al Mirbad,National,3,1644862842
10-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,PKK: Kurdistan Workers Party,,2,Military Forces of Turkey (2016-),,8,28,Middle East,Iraq,Metina,37.168,43.271,People's Defense Forces,Other,5,1644862842
11-Feb-22,2022,Battles,Armed clash,Az Zaydan Communal Militia (Iraq),,4,Az Zaydan Communal Militia (Iraq),,4,44,Middle East,Iraq,Az Zaydan,33.248,44.026,Al Maloomah; Al Sumaria TV,National,1,1644862842
11-Feb-22,2022,Battles,Armed clash,Military Forces of Iraq (2020-),,1,Islamic State (Iraq),,2,12,Middle East,Iraq,Qarachoq Mountain,35.769,43.63,Al Mirbad,National,1,1644862842
13-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,3,Civilians (Iraq),Farmers (Iraq),7,37,Middle East,Iraq,Rabia,36.805,42.089,National Iraqi News Agency,National,1,1645468720
14-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,3,Civilians (Iraq),Labour Group (Iraq),7,37,Middle East,Iraq,Amara,31.836,47.145,Al Sumaria TV,National,1,1645468720
15-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,Civilians (Iraq),,7,78,Middle East,Iraq,Rekan,37.107,43.846,ANF News; Rudaw,National-International,1,1645468720
15-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2020-),,1,Islamic State (Iraq),,2,12,Middle East,Iraq,Hamrin Mountains - Sala al-Din,34.625,44.411,Al Maloomah,National,2,1645468720
16-Feb-22,2022,Battles,Armed clash,Military Forces of Iraq (2020-) Popular Mobilization Forces,Military Forces of Iraq (2020-); Badr Organization,1,Islamic State (Iraq),,2,12,Middle East,Iraq,Hamrin Mountains - Sala al-Din,34.625,44.411,Baghdad Today,National,2,1645468720
17-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2020-),,1,Islamic State (Iraq),,2,12,Middle East,Iraq,Ar Rutba,33.037,40.283,Al Mirbad,National,2,1645468720
17-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,3,Civilians (Iraq),Farmers (Iraq),7,37,Middle East,Iraq,As Salman,30.505,44.539,Al Mirbad,National,1,1645468720
17-Feb-22,2022,Battles,Armed clash,Unidentified Tribal Militia (Iraq),,4,Unidentified Tribal Militia (Iraq),,4,44,Middle East,Iraq,Sayyid Dakhil,31.671,46.099,Al Mirbad,National,1,1645468720
17-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,3,Civilians (Iraq),,7,37,Middle East,Iraq,Baghdad - Adhamiya,33.368,44.364,Baghdad Today,National,1,1645468720
17-Feb-22,2022,Battles,Armed clash,Police Forces of Iraq (2020-),,1,Islamic State (Iraq),,2,12,Middle East,Iraq,Mutaibijah,34.345,44.467,Shafaaq News,National,3,1645468720
18-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,3,Civilians (Iraq),,7,37,Middle East,Iraq,Al-Zubair,30.392,47.702,Shafaaq News; Al Mirbad,National,4,1645468720
19-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,3,Civilians (Iraq),Labour Group (Iraq),7,37,Middle East,Iraq,Nassriya,31.058,46.257,Al Mirbad,National,1,1646077899
19-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,3,Civilians (Iraq),,7,37,Middle East,Iraq,Batha,31.126,45.871,Baghdad Today,National,1,1646077900
21-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,3,Civilians (Iraq),,7,37,Middle East,Iraq,Baghdad - 9 Nissan,33.341,44.493,National Iraqi News Agency,National,1,1646077900
23-Feb-22,2022,Battles,Armed clash,Islamic State (Iraq),,2,Military Forces of Iraq (2020-),,1,12,Middle East,Iraq,Balad Ruz,33.696,45.078,Al Maloomah,National,1,1646077899
23-Feb-22,2022,Battles,Armed clash,Police Forces of Iraq (2020-),,1,Unidentified Armed Group (Iraq),,3,13,Middle East,Iraq,Mandali,33.75,45.555,Al Mirbad,National,1,1646077899
23-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2020-),,1,Islamic State (Iraq),,2,12,Middle East,Iraq,Qushqaya,35.592,44.199,Al Mirbad,National,5,1646077900
24-Feb-22,2022,Violence against civilians,Attack,Unidentified Tribal Militia (Iraq),,4,Civilians (Iraq),Unidentified Tribal Group (Iraq),7,47,Middle East,Iraq,Nassriya,31.058,46.257,Al Sumaria TV,National,1,1646077900
25-Feb-22,2022,Violence against civilians,Attack,Islamic State (Iraq),,2,Civilians (Iraq),,7,27,Middle East,Iraq,Ar Rutba,33.037,40.283,Al Sumaria TV,National,1,1646077900
18-Feb-22,2022,Strategic developments,Other,Islamic State (Lebanon),JFS: Al Nusra Front,2,Civilians (Lebanon),,7,27,Middle East,Lebanon,Ras Baalbek,34.259,36.419,An-Nahar,National,1,1645466115
01-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,Civilians (Syria),,7,78,Middle East,Syria,Abu Rasin,36.846,40.328,SOHR; Liveuamap,Local partner-New media,1,1641840769
01-Jan-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),Militia (Pro-Government),1,13,Middle East,Syria,Al-Kharata Oil Field,35.311,39.849,Facebook,New media,10,1641840770
01-Jan-22,2022,Violence against civilians,Attack,Islamic State (Syria),,2,Civilians (Syria),Refugees/IDPs (Syria),7,27,Middle East,Syria,Hole Camp,36.377,41.133,SOHR; SNHR; Facebook; Liveuamap; SHAAM,Local partner-Other,1,1643666838
01-Jan-22,2022,Violence against civilians,Attack,Military Forces of Syria (2000-) Prison Guards,,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Sidnaya Military Prison,33.665,36.329,SNHR; Facebook; SOHR,Local partner-Other,1,1643666838
01-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),Refugees/IDPs (Syria),7,78,Middle East,Syria,Nahar Al Abiad,35.848,36.316,SHAAM; Liveuamap; Airwars; SOHR; SNHR,Local partner-Other,4,1644261925
02-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Ghanim al-Ali,35.774,39.402,Facebook,New media,1,1641840770
02-Jan-22,2022,Battles,Armed clash,Opposition Rebels (Syria),,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Kafr Musa,35.574,36.466,SHAAM,National,1,1641840771
02-Jan-22,2022,Battles,Armed clash,Islamic State (Syria),,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Hamimat,34.906,36.918,SHAAM; Facebook,New media-International,1,1642167835
03-Jan-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),Dar'a Central Committee; Former Mutaaz Billah Army,7,37,Middle East,Syria,Adwan,32.821,35.995,SHAAM; SOHR; Facebook,Other-New media,2,1641840769
03-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Sheikh Hilal,35.25,37.504,SHAAM; SOHR; Liveuamap,Local partner-New media,1,1641840769
03-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army,2,Military Forces of Syria (2000-),QSD: Syrian Democratic Forces,1,12,Middle East,Syria,Fatsa,36.4,38.968,SHAAM; SOHR; Facebook,Other-New media,2,1641840769
03-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army; Military Forces of Turkey (2016-),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Dardara,36.834,40.173,Liveuamap; SHAAM,Local partner-New media,1,1641840769
03-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army; Military Forces of Turkey (2016-),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Tal Jammeh,36.664,40.347,Facebook; SOHR; SHAAM,Other-New media,2,1641840769
03-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army; Military Forces of Turkey (2016-),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Tal Shanan,36.679,40.392,Liveuamap; SHAAM,Local partner-New media,1,1641840769
03-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army; Military Forces of Turkey (2016-),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Tall Tawil,36.663,40.284,SOHR; SHAAM; Facebook,Other-New media,2,1641840769
03-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army; Military Forces of Turkey (2016-),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Tawileh,36.651,40.271,Facebook; SHAAM; SOHR,Other-New media,2,1641840769
03-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army; Military Forces of Turkey (2016-),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Umm Al-Kayf,36.676,40.321,SHAAM; SOHR; Facebook,Other-New media,2,1641840769
03-Jan-22,2022,Battles,Armed clash,Operation Peace Spring,JWS: Syrian National Army,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Alia,36.63,39.239,SHAAM,National,1,1641840770
03-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army,2,Military Forces of Syria (2000-),QSD: Syrian Democratic Forces,1,12,Middle East,Syria,Al-Khaldiyah,36.418,38.81,SHAAM,National,3,1641840770
03-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army,2,Military Forces of Syria (2000-),QSD: Syrian Democratic Forces,1,12,Middle East,Syria,Debsi Afnan,35.819,38.217,SHAAM,National,3,1641840771
03-Jan-22,2022,Violence against civilians,Attack,Islamic State (Syria),,2,Civilians (Iraq),Refugees/IDPs (Iraq),7,27,Middle East,Syria,Hole Camp,36.377,41.133,SOHR,Other,1,1641840771
03-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army,2,Military Forces of Syria (2000-),QSD: Syrian Democratic Forces,1,12,Middle East,Syria,Ein Issa,36.384,38.863,SHAAM; Facebook,New media-International,2,1642167835
03-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Sheikh Hilal,35.25,37.504,SNHR,Local partner-Other,1,1643666839
03-Jan-22,2022,Violence against civilians,Attack,QSD: Syrian Democratic Forces,,2,Civilians (Syria),Prisoners (Syria),7,27,Middle East,Syria,Al-Hasakeh,36.505,40.743,SNHR,Local partner-Other,1,1643666839
04-Jan-22,2022,Battles,Armed clash,AAS: Ahrar al Sham,,2,AAS: Ahrar al Sham,,2,22,Middle East,Syria,Tal Salur,36.365,36.722,SOHR,Other,2,1641840772
04-Jan-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Duraykish,34.867,36.135,SOHR,Other,1,1641840772
04-Jan-22,2022,Violence against civilians,Attack,Military Forces of Syria (2000-) Prison Guards,,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Sidnaya Military Prison,33.665,36.329,SNHR,Local partner-Other,1,1643666839
05-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Global Coalition Against Daesh,,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,88,Middle East,Syria,Al Mayadin,35.025,40.428,Facebook; Liveuamap,Local partner-New media,10,1641840769
05-Jan-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) 4th Armored Division,Former Opposition Rebels (Syria),1,13,Middle East,Syria,Sahm El Golan,32.783,35.935,Facebook; SOHR; SHAAM,Other-New media,1,1641840769
05-Jan-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Tiba,32.564,36.243,SOHR,Other,1,1641840772
06-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Military Forces of Iraq (2020-) Popular Mobilization Forces,Harakat Hezbollah Al Nujaba; Militia (Pro-Iran),8,88,Middle East,Syria,Masrab,35.504,39.94,Liveuamap; Facebook; SOHR,Local partner-New media,5,1641840769
06-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Militia (Pro-Iran),,3,38,Middle East,Syria,Tabni,35.605,39.819,SOHR; Facebook,Other-New media,5,1641840769
06-Jan-22,2022,Battles,Armed clash,Islamic State (Syria),,2,Military Forces of Syria (2000-),Military Forces of Russia (2000-),1,12,Middle East,Syria,Al-Rasafah,35.629,38.758,SHAAM; Facebook; SOHR,Other-New media,3,1641840769
06-Jan-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Ithariyah,35.365,37.789,SHAAM; Facebook; Liveuamap,Local partner-New media,2,1641840769
06-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Sharqiya Army,,2,23,Middle East,Syria,Ras al-Ain,36.849,40.075,SOHR,Other,1,1641840771
06-Jan-22,2022,Violence against civilians,Attack,Military Forces of Syria (2000-) Prison Guards,,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Sidnaya Military Prison,33.665,36.329,SOHR,Other,1,1641840772
06-Jan-22,2022,Violence against civilians,Attack,Military Forces of Syria (2000-) Prison Guards,,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Sidnaya Military Prison,33.665,36.329,SOHR,Other,1,1641840772
06-Jan-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Western Maliha,32.751,36.344,SNHR; SHAAM; SOHR; Facebook,Local partner-Other,2,1643666838
07-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Tiba Elemam,35.264,36.711,SNHR; SOHR; SHAAM,Local partner-Other,2,1643666838
07-Jan-22,2022,Violence against civilians,Attack,Military Forces of Syria (2000-) Prison Guards,,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Sidnaya Military Prison,33.665,36.329,SNHR,Local partner-Other,1,1643666839
08-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),Civilians (Syria),1,13,Middle East,Syria,Hadar,33.279,35.831,SOHR; SHAAM,Other-National,1,1642441950
08-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,Civilians (Syria),Khan Communal Group (Syria),7,78,Middle East,Syria,Ain al Arab,36.889,38.352,Airwars; SOHR,Local partner-Other,1,1642441950
08-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,Civilians (Syria),,7,78,Middle East,Syria,Tell Abiad,36.698,38.955,SHAAM,National,2,1642441950
08-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,Civilians (Syria),,7,78,Middle East,Syria,Tell Abiad,36.698,38.955,SHAAM,National,2,1642441950
08-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,Civilians (Syria),,7,78,Middle East,Syria,Bir Arab,36.655,38.714,SHAAM,National,2,1642441950
08-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,Civilians (Syria),,7,78,Middle East,Syria,Tell Abiad,36.698,38.955,SHAAM,National,1,1642441950
08-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,Civilians (Syria),,7,78,Middle East,Syria,Tell Abiad,36.698,38.955,SHAAM,National,1,1642441950
08-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,Civilians (Syria),,7,78,Middle East,Syria,Jurn Aswad,36.679,38.721,SHAAM,National,2,1642441950
08-Jan-22,2022,Battles,Armed clash,Al Waqqas Brigade (Syria),,3,Al Waqqas Brigade (Syria),,3,33,Middle East,Syria,Mare',36.483,37.196,SOHR,Other,1,1642441950
08-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Islamic State (Syria),,2,28,Middle East,Syria,Al-Rasafah,35.629,38.758,SOHR,Other,10,1642441950
08-Jan-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Military Forces of Turkey (2016-),,8,38,Middle East,Syria,Tell Abiad,36.698,38.955,SOHR,Other,3,1642441950
08-Jan-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Kansafra,35.66,36.485,SY24; SNHR; Liveuamap; SOHR; Airwars,Local partner-Other,1,1643666838
09-Jan-22,2022,Protests,Excessive force against protesters,Protesters (Syria),,6,QSD: Syrian Democratic Forces,,2,26,Middle East,Syria,Big Sweidiyeh,35.896,38.615,Facebook; SOHR,Other-New media,1,1642441950
09-Jan-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Al Bab,36.37,37.515,SOHR,Other,1,1642441950
